titulo,url,preco,tipo,bairro,cidade,estado,cep,quartos,banheiros,garagens,area_m2,descricao,imagens
Casa bancários,https://pb.olx.com.br/paraiba/imoveis/casa-bancarios-1484732954,4200.0,Casa,"João Pessoa, Bancários11 de mar, 04:52",,,,,,,4360.0,,
Casa bairro dos estados,https://pb.olx.com.br/paraiba/imoveis/casa-bairro-dos-estados-1484732974,900000.0,Casa,,João Pessoa,PB,58030-330,2.0,,,450.0,"Código do anúncio: 2562 Casa Ampla à Venda no Bairro dos Estados  450 m² de área construída! Excelente oportunidade em uma das regiões mais tradicionais de Bairro dos Estados. Imóvel espaçoso, ideal para famílias grandes ou para quem busca conforto e vários ambientes.  Terreno: 12 x 30 (360 m²)  Área construída: 450 m²  Distribuição do imóvel  Térreo: Terraço em L Sala ampla WC social Pergolado 2 quartos, sendo 1 suíte Despensa DCE (Dependência completa de empregada)  Primeiro andar: Solarium 3 quartos, sendo 2 suítes com varandas WC social Sala de apoio  Valor do investimento: R$ 900.000,00  Agende uma visita: Sergio Ricardi  Corretor de Imóveis    WhatsApp",https://img.olx.com.br/images/85/853671748392814.jpg | https://img.olx.com.br/images/86/869640262418677.jpg | https://img.olx.com.br/images/87/876639502869914.jpg | https://img.olx.com.br/images/86/867638383839064.jpg | https://img.olx.com.br/images/86/867695385020022.jpg | https://img.olx.com.br/images/86/866622628717099.jpg
Apartamento Manaira,https://pb.olx.com.br/paraiba/imoveis/apartamento-manaira-1484732959,1450000.0,Apartamento,,João Pessoa,PB,58038-382,3.0,,3.0,125.0,"Código do anúncio: 2565 Apartamento de Alto Padrão à Venda em Manaíra Excelente oportunidade para quem busca conforto, espaço e uma localização privilegiada!  Manaíra  125m² de área privativa  Posição nascente norte (super ventilado)  24º andar O apartamento conta com:  03 suítes  Ampla sala para até 03 ambientes  Varanda gourmet integrada  WC social  Cozinha  Área de serviço  03 vagas de garagem privativas O edifício oferece uma excelente estrutura de lazer para toda a família:  Piscina  Salão de festas  Área gourmet  Salão de jogos  Quadra poliesportiva  Academia  Sala de massagem  De: R$ 1.500.000,00  Por: R$ 1.450.000,00  Gostou? Agende sua visita:   WhatsApp",https://img.olx.com.br/images/13/134616746134718.jpg | https://img.olx.com.br/images/13/139624269757108.jpg | https://img.olx.com.br/images/13/136620145262477.jpg | https://img.olx.com.br/images/13/130677744321218.jpg | https://img.olx.com.br/images/13/131656743645416.jpg | https://img.olx.com.br/images/13/136689386066287.jpg | https://img.olx.com.br/images/13/136660500219125.jpg | https://img.olx.com.br/images/13/131622389235326.jpg | https://img.olx.com.br/images/13/138646629015015.jpg | https://img.olx.com.br/images/13/137625268780750.jpg | https://img.olx.com.br/images/13/137645265359089.jpg | https://img.olx.com.br/images/13/131687021988050.jpg | https://img.olx.com.br/images/13/135667746151033.jpg | https://img.olx.com.br/images/13/135642504091643.jpg | https://img.olx.com.br/images/13/136695869019111.jpg | https://img.olx.com.br/images/13/134692625287558.jpg | https://img.olx.com.br/images/13/132651384446692.jpg | https://img.olx.com.br/images/13/134664748613644.jpg | https://img.olx.com.br/images/13/131696865335499.jpg | https://img.olx.com.br/images/13/138607386042085.jpg
Casa Jacumã,https://pb.olx.com.br/paraiba/imoveis/casa-jacuma-1484732961,250000.0,Casa,,Conde,PB,58322-000,3.0,3.0,,,"Código do anúncio: 2564 Casa à venda em Jacumã  Conde  Conforto, espaço e qualidade de vida a poucos minutos das praias do litoral sul da Paraíba! Se você procura um imóvel completo, bem localizado e com excelente potencial de valorização, esta é a oportunidade perfeita. Uma casa pensada para oferecer bem-estar, funcionalidade e momentos inesquecíveis com a família e amigos. Com ambientes amplos e bem distribuídos, o imóvel proporciona conforto em cada detalhe. A sala para dois ambientes integra elegância e praticidade, criando um espaço ideal para receber visitas ou desfrutar de momentos especiais no dia a dia.  Destaques do imóvel:  3 quartos confortáveis  Sala ampla para 2 ambientes  3 banheiros  Cozinha espaçosa e funcional  Área de serviço ampla  Terraço aconchegante  Área gourmet perfeita para lazer e confraternizações  Garagem para 4 a 5 carros Localizada em uma região tranquila e valorizada, próxima às belas praias de Jacumã, esta casa é ideal tanto para moradia quanto para investimento em aluguel de temporada ou valorização futura.  Valor: R$ 250.000,00  NEGOCIÁVEL! Aberto a propostas! Excelente custo-benefício para o padrão e localização do imóvel. Gostou? Ligue e agende uma visita:  whatsapp.",https://img.olx.com.br/images/84/849644381741713.jpg | https://img.olx.com.br/images/84/849647267164437.jpg | https://img.olx.com.br/images/84/844618628078521.jpg | https://img.olx.com.br/images/84/846654385260841.jpg | https://img.olx.com.br/images/84/845664384170782.jpg | https://img.olx.com.br/images/84/849635383676548.jpg | https://img.olx.com.br/images/84/847659748310663.jpg | https://img.olx.com.br/images/84/847698020669300.jpg | https://img.olx.com.br/images/84/844674503726742.jpg | https://img.olx.com.br/images/84/848633143954023.jpg | https://img.olx.com.br/images/84/842611621643478.jpg | https://img.olx.com.br/images/84/844602509598632.jpg | https://img.olx.com.br/images/84/841690263395907.jpg
casa no bairro das nações,https://pb.olx.com.br/paraiba/imoveis/casa-no-bairro-das-nacoes-1484731365,330000.0,Casa,,Campina Grande,PB,58402-605,,,,,"Código do anúncio: d0a310 Otima casa no bairro das nações, lugar onde o verde prevalece e a tranquilidade que muitos querem.",https://img.olx.com.br/images/79/792675265040574.jpg | https://img.olx.com.br/images/76/763684500668609.jpg | https://img.olx.com.br/images/76/769617507561117.jpg | https://img.olx.com.br/images/95/952654627996338.jpg | https://img.olx.com.br/images/91/915680143907791.jpg | https://img.olx.com.br/images/79/799631383809149.jpg | https://img.olx.com.br/images/11/110663029637989.jpg | https://img.olx.com.br/images/11/116698509213409.jpg | https://img.olx.com.br/images/87/876681268147191.jpg | https://img.olx.com.br/images/75/752659149161627.jpg | https://img.olx.com.br/images/79/796645507683635.jpg | https://img.olx.com.br/images/97/979685029917776.jpg | https://img.olx.com.br/images/93/937651506640123.jpg | https://img.olx.com.br/images/12/123689264458349.jpg | https://img.olx.com.br/images/11/110668623762501.jpg | https://img.olx.com.br/images/12/127613744597729.jpg | https://img.olx.com.br/images/14/149663020231182.jpg | https://img.olx.com.br/images/95/954601745581154.jpg | https://img.olx.com.br/images/91/915612265201553.jpg | https://img.olx.com.br/images/76/760619620901467.jpg
"Flat com 1 dormitório à venda, 18 m² por R$ 592.000 - Cabo Branco - João Pessoa/PB",https://pb.olx.com.br/paraiba/imoveis/flat-com-1-dormitorio-a-venda-18-m-por-r-592-000-cabo-branco-joao-pessoa-pb-1484730631,592000.0,Imóvel,,João Pessoa,PB,58045-010,1.0,,3.0,18.0,"Código do anúncio: FL0117 FLAT - CABO BRANCO Flat com 18,03m² Condomínio com: SUBSOLO - Bicicletário TÉRREO - Recepção - Loja Comercial - 3 Vagas externas - Adminisstração - Guarda-volumes - Wcs - Área para funcionários - Lounge - Bar - Restaurante - Coworking - Lounge externo - Espaço gourmet - Piscina - Bicicletário - Coworking - Terraço COBERTURA - Piscina - Bar molhado - Deck - Lounges - Wc´s Invista em um flat em Cabo Branco e tenha conforto, praticidade e alta rentabilidade em uma das áreas mais valorizadas de João Pessoa. -",https://img.olx.com.br/images/46/463676628654153.jpg | https://img.olx.com.br/images/46/464690748816333.jpg | https://img.olx.com.br/images/46/461691741922163.jpg | https://img.olx.com.br/images/45/451625509170579.jpg | https://img.olx.com.br/images/45/455664868930666.jpg | https://img.olx.com.br/images/46/461620505678469.jpg | https://img.olx.com.br/images/45/456697382226886.jpg | https://img.olx.com.br/images/46/467617269706118.jpg | https://img.olx.com.br/images/45/458622264143401.jpg | https://img.olx.com.br/images/45/457626748730600.jpg | https://img.olx.com.br/images/45/459666509387900.jpg | https://img.olx.com.br/images/46/464653024298814.jpg | https://img.olx.com.br/images/46/469638627938565.jpg
Flats em Condominio Club á 80m da Avenida Epitácio Pessoa no bairro de Miramar - FL0772,https://pb.olx.com.br/paraiba/imoveis/flats-em-condominio-club-a-80m-da-avenida-epitacio-pessoa-no-bairro-de-miramar-fl0772-1483306250,662167.0,Imóvel,,João Pessoa,PB,58032-070,2.0,,1.0,49.76,"Código do anúncio: FL0772 Flats em Condominio Club á 80m da Avenida Epitácio Pessoa no bairro de Miramar - FL0772 Ceety Miramar - 49,76m² - 02 Suítes sendo uma delas reversível - Sala - Banheiro reversível - Cozinha - 01 vaga de garagem fixa OBS: TEMOS OPÇÕES COM PROJETADOS, CONSULTE VALORES. Prédio possui: - 02 elevadores - Piscina aquecida com vista para o mar da praia de Tambaú - 02 espaços gourmet - Sky pub - Sky lounge - Bicicletário - Tool sharing - Casa de gerador - Lobby - Market (pague & leve) - Espaço-delivery - Guarda-volumes - Pet place - Academia - Recepção - Sala de jogos - Lavanderia - Coworking e sala de leitura - Sala de reunião - Vagas de garagem rotativas Registro de incorporação: R-16-124.686 Previsão de entrega:  OUTUBRO de 2028 Valor de venda á partir de : R$ 662.167,00 Agende uma visita Corretores imobiliários: Podium Imobiliária CRECI 607-J Adamar Albuquerque CRECI: 6686-F (83)9. Oi /zap (83)9. Claro/ zap -",https://img.olx.com.br/images/59/595680503077342.jpg | https://img.olx.com.br/images/46/463680265276334.jpg | https://img.olx.com.br/images/46/462663500634778.jpg | https://img.olx.com.br/images/47/473674505065971.jpg | https://img.olx.com.br/images/52/524660621340190.jpg | https://img.olx.com.br/images/45/456603745634778.jpg | https://img.olx.com.br/images/46/463618149129288.jpg | https://img.olx.com.br/images/64/649697381682155.jpg | https://img.olx.com.br/images/57/575668507705921.jpg | https://img.olx.com.br/images/46/464691262058805.jpg | https://img.olx.com.br/images/43/437692741783254.jpg
Excelente apartamento com vista mar com 2 quartyos sendo 1 suite e 2 vagas e garagem com 6,https://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-com-vista-mar-com-2-quartyos-sendo-1-suite-e-2-vagas-e-garagem-com-6-1484730255,660000.0,Apartamento,,João Pessoa,PB,58033-630,1.0,,2.0,61.5,"Código do anúncio: 3842 Descubra esse belíssimo  empreendimento inlocalizado na Brisamar, João Pessoa.  Com uma localização privilegiada, este projeto é perfeito para você que busca qualidade de vida e conforto. Aproveite a oportunidade de fazer parte desse empreendimento exclusivo. Venha conhecer e se encantar!  Todas as áreas comuns entregues equipadas.  Apartamento com 61,50m² com varanda ampla, 2 quartos sendo 1 suite, e 2 vagas de garagem. Pronto para morar. Ideal para quem busca conforto, segurança e uma localização privilegiada, próxima a praias, comércio e serviços essenciais. Agende já uma visita.  Mais informações: Núcleo Imobiliário CRECI 0765-J.",https://img.olx.com.br/images/94/942620149037361.jpg | https://img.olx.com.br/images/94/949624625952582.jpg | https://img.olx.com.br/images/94/949690384279027.jpg | https://img.olx.com.br/images/94/942689504534619.jpg | https://img.olx.com.br/images/94/945647629849235.jpg | https://img.olx.com.br/images/94/942649627742585.jpg | https://img.olx.com.br/images/94/946693743610166.jpg | https://img.olx.com.br/images/94/947600145779702.jpg | https://img.olx.com.br/images/94/941686025849408.jpg | https://img.olx.com.br/images/94/944673147601735.jpg | https://img.olx.com.br/images/94/949687507877848.jpg | https://img.olx.com.br/images/18/180612387286626.jpg | https://img.olx.com.br/images/18/187626380975918.jpg | https://img.olx.com.br/images/94/949650743675615.jpg | https://img.olx.com.br/images/94/944641507454948.jpg | https://img.olx.com.br/images/94/941695506746822.jpg | https://img.olx.com.br/images/14/141615260189143.jpg | https://img.olx.com.br/images/94/943611866589350.jpg | https://img.olx.com.br/images/94/941668740144610.jpg | https://img.olx.com.br/images/94/941601024956086.jpg
Apartamento amplo com 124m² 3 quartos próximo a praia no Jardim Oceania- Bessa.,https://pb.olx.com.br/paraiba/imoveis/apartamento-amplo-com-124m-3-quartos-proximo-a-praia-no-jardim-oceania-bessa-1484730266,610000.0,Apartamento,,João Pessoa,PB,58037-051,3.0,,2.0,124.0,"Código do anúncio: 3843 Excelente oportunidade para quem busca espaço, conforto e proximidade com o mar em uma das regiões mais valorizadas de João Pessoa. Este amplo apartamento com 124 m² está localizado no bairro Jardim Oceania, a poucos minutos da praia, em uma região que oferece praticidade e qualidade de vida. O imóvel conta com 3 quartos, sendo 1 suíte, ambientes amplos e bem distribuídos, ideais para quem valoriza conforto no dia a dia. Além disso, dispõe de 2 vagas de garagem, garantindo mais comodidade para a família. O condomínio oferece estrutura de lazer e conveniência, com piscina, salão de festas e elevador, proporcionando mais conforto e praticidade para os moradores. Localizado no Jardim Oceania, o apartamento está próximo de supermercados, restaurantes, farmácias, escolas e diversos serviços, em um dos bairros mais desejados da cidade. Uma excelente oportunidade para morar bem ou investir em uma região que está sempre em valorização. Mais informações: Núcleo Imobiliário CRECI 0765 -J",https://img.olx.com.br/images/13/130658148640455.jpg | https://img.olx.com.br/images/96/967677629108431.jpg | https://img.olx.com.br/images/15/153659382071392.jpg | https://img.olx.com.br/images/99/993697621564116.jpg | https://img.olx.com.br/images/11/114659385702383.jpg | https://img.olx.com.br/images/96/966625268674443.jpg | https://img.olx.com.br/images/15/150662380684146.jpg | https://img.olx.com.br/images/96/966601266694980.jpg | https://img.olx.com.br/images/17/174681505583171.jpg | https://img.olx.com.br/images/99/993633863232893.jpg | https://img.olx.com.br/images/97/971602020916167.jpg | https://img.olx.com.br/images/96/968694387347248.jpg | https://img.olx.com.br/images/99/995663625809346.jpg | https://img.olx.com.br/images/99/997668145493847.jpg | https://img.olx.com.br/images/99/995665622890566.jpg | https://img.olx.com.br/images/97/976669505082137.jpg | https://img.olx.com.br/images/15/152609027225648.jpg | https://img.olx.com.br/images/97/971609509150865.jpg | https://img.olx.com.br/images/97/976691384304395.jpg | https://img.olx.com.br/images/10/107605622647739.jpg
"Apartamento à Venda na Avenida Mar Vermelho  78m², 2 Suítes, Porteira Fechada em Intermare",https://pb.olx.com.br/paraiba/imoveis/apartamento-a-venda-na-avenida-mar-vermelho-78m-2-suites-porteira-fechada-em-intermare-1484728884,540000.0,Apartamento,,Cabedelo,PB,58102-110,2.0,1.0,,78.0,"Código do anúncio: 55 Localização privilegiada na principal de Intermares, a poucos metros da praia Excelente oportunidade no bairro Intermares, em Cabedelo. Apartamento com 78 m², localizado na Avenida Mar Vermelho, a principal via do bairro, próximo à praia, supermercados, farmácias, lotérica, bancos, padarias e diversos serviços. Ideal para quem busca praticidade e deseja fazer tudo a pé. O imóvel dispõe de: Sala ampla integrada à cozinha americana 2 suítes confortáveis 1 lavabo Cozinha funcional Área de serviço O prédio conta com: Elevador Garagem espaçosa Pequena piscina no térreo O apartamento será vendido porteira fechada, permanecendo todos os móveis e itens conforme as imagens ? excelente opção para moradia, veraneio ou investimento para locação por temporada. Se você procura apartamento em Intermares na principal, próximo ao mar e pronto para morar, essa é uma oportunidade diferenciada. Características:  Acabamento em Gesso  Aceita Pet  Ar Condicionado  Automação Predial  Bicicletário  Cozinha Americana  Decorado  Elevador  Espaço Zen  Fechadura Eletrônica  Infra para Ar Split  Móveis Planejados  Piscina  Piso Porcelanato  Sacada Integrada  Sacada Técnica  Sala para 2 Ambientes",https://img.olx.com.br/images/77/770677508859839.jpg | https://img.olx.com.br/images/77/774656621884293.jpg | https://img.olx.com.br/images/77/770605388726750.jpg | https://img.olx.com.br/images/77/774628504028567.jpg | https://img.olx.com.br/images/76/763686620417339.jpg | https://img.olx.com.br/images/77/778635741749908.jpg
Apto com mobília bancários ,https://pb.olx.com.br/paraiba/imoveis/apto-com-mobilia-bancarios-1481211651,245000.0,Imóvel,,João Pessoa,PB,58052-430,,,,,Quer investir nos bancários  Bairro da zona sul de João pessoa que tem 2 universidades Bairro que chama atenção por uma excelente qualidade de moradia .. Bom de locação ... ZAP 83 986314049 Para investidores  Locação média  R$ 2.500 com mobília  ZAP 83 986314049,https://img.olx.com.br/images/92/922659858109659.jpg | https://img.olx.com.br/images/93/936648738190656.jpg | https://img.olx.com.br/images/95/952655732861899.jpg | https://img.olx.com.br/images/97/974608730431989.jpg | https://img.olx.com.br/images/98/981650252282060.jpg | https://img.olx.com.br/images/99/999604615091020.jpg | https://img.olx.com.br/images/10/103624252542423.jpg | https://img.olx.com.br/images/11/118605613125450.jpg | https://img.olx.com.br/images/12/129684132321463.jpg | https://img.olx.com.br/images/13/134633254715387.jpg | https://img.olx.com.br/images/15/150601611109321.jpg | https://img.olx.com.br/images/15/152689616503879.jpg | https://img.olx.com.br/images/17/170690131045685.jpg | https://img.olx.com.br/images/18/186644011486036.jpg | https://img.olx.com.br/images/20/207651012475956.jpg | https://img.olx.com.br/images/21/219603739247178.jpg | https://img.olx.com.br/images/22/228691257671162.jpg | https://img.olx.com.br/images/23/238606016887352.jpg | https://img.olx.com.br/images/24/244617371230797.jpg | https://img.olx.com.br/images/25/258655614871918.jpg
"Casa com 3 dormitórios à venda, 137 m² por R$ 440.000,00 - Valentina de Figueiredo - João ",https://pb.olx.com.br/paraiba/imoveis/casa-com-3-dormitorios-a-venda-137-m-por-r-440-000-00-valentina-de-figueiredo-joao-1484727740,440000.0,Casa,,João Pessoa,PB,58063-007,3.0,3.0,,137.0,"Código do anúncio: CA0001 Casa disponivel para venda no Cuia do Valentina, com 03 quartos , 03 wc, 02 salas, piscina, churrasqueira, lajeada, solta , terreno 10x25, Construído 137m2, Garagem 4 carros, Financiável, Tem 8 placas mas suporta até 12,gera média 500wats mês. -",https://img.olx.com.br/images/19/194663266774798.jpg | https://img.olx.com.br/images/21/217635385416552.jpg | https://img.olx.com.br/images/19/197616867375542.jpg | https://img.olx.com.br/images/19/196634500118626.jpg | https://img.olx.com.br/images/22/223602507471003.jpg | https://img.olx.com.br/images/19/196625864748630.jpg | https://img.olx.com.br/images/21/214667146652295.jpg | https://img.olx.com.br/images/21/218685381924514.jpg | https://img.olx.com.br/images/19/191688261387494.jpg | https://img.olx.com.br/images/22/224656269437373.jpg | https://img.olx.com.br/images/19/194680509235766.jpg | https://img.olx.com.br/images/18/186616387862488.jpg | https://img.olx.com.br/images/26/267621620719269.jpg | https://img.olx.com.br/images/20/207623861455848.jpg | https://img.olx.com.br/images/21/210671622460677.jpg | https://img.olx.com.br/images/19/193634266283393.jpg | https://img.olx.com.br/images/19/198617145117528.jpg | https://img.olx.com.br/images/21/219697147191997.jpg | https://img.olx.com.br/images/22/220689746175289.jpg
"Apartamento com 3 Quartos Mobiliado e Projetado, em Condomínio Club",https://pb.olx.com.br/paraiba/imoveis/apartamento-com-3-quartos-mobiliado-e-projetado-em-condominio-club-1484727570,800000.0,Apartamento,,João Pessoa,PB,58038-600,3.0,,1.0,,"Código do anúncio: AP1620 Localizado no Bairro de Manaíra, próximo da Praça Silvio Porto. Apartamento com vista mar de todos os cômodos, 3 quartos 1 sendo suite muito bem dividido com 71m de área construída. 20° andar Posição Nascente super ventilado Apartamento automatizado na Alexa Área de lazer completa Condomínio apenas R$: 650,00 Prédio com 4 elevadores Prédio com Apenas 7 anos 1 Vaga de garagem no subsolo Porteira Fechada (Mobiliado, Projetado e Eletrodomésticos) Agende uma Visita: Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/73/730620861679448.jpg | https://img.olx.com.br/images/72/727661144695301.jpg | https://img.olx.com.br/images/72/724606147352252.jpg | https://img.olx.com.br/images/72/722677386970608.jpg | https://img.olx.com.br/images/72/722699266114158.jpg | https://img.olx.com.br/images/72/729618743318255.jpg | https://img.olx.com.br/images/72/720663144407268.jpg | https://img.olx.com.br/images/73/738678146884450.jpg | https://img.olx.com.br/images/72/726683620730317.jpg | https://img.olx.com.br/images/72/726690380093759.jpg | https://img.olx.com.br/images/72/722668860204480.jpg | https://img.olx.com.br/images/72/720671385658732.jpg | https://img.olx.com.br/images/73/736657501472883.jpg | https://img.olx.com.br/images/72/726697141508957.jpg | https://img.olx.com.br/images/72/723622860954008.jpg | https://img.olx.com.br/images/73/735648268835856.jpg | https://img.olx.com.br/images/74/742677146583714.jpg | https://img.olx.com.br/images/73/731601622257408.jpg | https://img.olx.com.br/images/73/738633508517211.jpg | https://img.olx.com.br/images/72/720691262198453.jpg
Apartamento mobiliado com 03 quartos na Praia do Poço,https://pb.olx.com.br/paraiba/imoveis/apartamento-mobiliado-com-03-quartos-na-praia-do-poco-1484727551,419000.0,Apartamento,,Cabedelo,PB,58101-472,3.0,,1.0,59.0,"Código do anúncio: AP1626 Em uma localização próxima a diversos serviços e a avenida principal do Poço, o empreendimento está a apenas 350m do mar. 59m² de área total Posição Nascente 03 quartos, sendo uma suíte WC Social Salas Cozinha + Área de Serviço 2º Andar O apartamento será vendido mobiliado, projetado e decorado (porteira fechada). 01 vaga de garagem Valor do condomínio - R$ 250,00 O empreendimento conta com: Piscina adulto e infantil Salão de Festas Academia Salão de Jogos Espaço Gourmet Espaço Pet Elevador Gostou? Fale conosco para saber mais sobre o empreendimento!  - WhatsApp Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/23/232689264432032.jpg | https://img.olx.com.br/images/22/224644744678241.jpg | https://img.olx.com.br/images/23/231671140839456.jpg | https://img.olx.com.br/images/23/234640384163762.jpg | https://img.olx.com.br/images/21/212654505146139.jpg | https://img.olx.com.br/images/22/222644867046079.jpg | https://img.olx.com.br/images/22/221623502508530.jpg | https://img.olx.com.br/images/23/236660745171101.jpg | https://img.olx.com.br/images/22/222689384500295.jpg | https://img.olx.com.br/images/22/221696620187760.jpg | https://img.olx.com.br/images/21/216611266153500.jpg | https://img.olx.com.br/images/21/215693144844518.jpg | https://img.olx.com.br/images/22/226664268329877.jpg
"Casa 328m2 com 5 Quartos, Lazer Privativo, Toda Projetada, em Condomínio Fechado",https://pb.olx.com.br/paraiba/imoveis/casa-328m2-com-5-quartos-lazer-privativo-toda-projetada-em-condominio-fechado-1484727554,2690000.0,Casa,,Cabedelo,PB,58102-290,5.0,,,328.0,"Código do anúncio: CA0105 Localizada em um condomínio exclusivo, com apenas 60 lotes, essa residência foi pensada para quem valoriza privacidade, sofisticação e qualidade de vida próximo a Praia de Intermares. São 328m² de área construída em um terreno de 450m², com uma distribuição que equilibra imponência e aconchego: 5 quartos, sendo 4 suítes! Suíte master com closet climatizado, varanda privativa e esquadria com isolamento acústico. Mais silêncio, mais conforto e mais qualidade de vida. O acabamento é impecável. O toque frio e elegante do Porcelanato 90x90 e a estética perfeita das bancadas em Nanoglass. Tudo novo, branco e moderno. A área externa é um convite diário ao prazer de viver bem: - Espaço gourmet completo - Churrasqueira estilo parrilla - Piscina com hidromassagem E agora, um diferencial que poucos imóveis oferecem e que impacta diretamente no seu bolso: Energia solar instalada Isso significa uma redução significativa no custo mensal com energia, transformando luxo em eficiência e economia no dia a dia. Para completar: Garagem para até 4 carros. Se você busca algo realmente diferenciado, essa é a oportunidade. Então não perde tempo. Me chama agora. Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/22/227652382520513.jpg | https://img.olx.com.br/images/22/226629748783360.jpg | https://img.olx.com.br/images/23/232639142024557.jpg | https://img.olx.com.br/images/22/226680149184653.jpg | https://img.olx.com.br/images/22/227696625102528.jpg | https://img.olx.com.br/images/22/227623620806248.jpg | https://img.olx.com.br/images/22/223691142924598.jpg | https://img.olx.com.br/images/23/236676860710521.jpg | https://img.olx.com.br/images/22/220617749946847.jpg | https://img.olx.com.br/images/23/234634029983943.jpg | https://img.olx.com.br/images/23/239653021785856.jpg | https://img.olx.com.br/images/23/234624742078431.jpg | https://img.olx.com.br/images/22/225657027229893.jpg | https://img.olx.com.br/images/23/236610267659600.jpg | https://img.olx.com.br/images/23/231629265140283.jpg | https://img.olx.com.br/images/23/230619265904216.jpg | https://img.olx.com.br/images/23/231664387401305.jpg | https://img.olx.com.br/images/22/221647388633684.jpg
Lote de 430m² no Alphaville Paraíba,https://pb.olx.com.br/paraiba/terrenos/lote-de-430m-no-alphaville-paraiba-1484727550,480000.0,Lote,,,,,,,,430.0,"Código do anúncio: TE0022 Lote disponível para venda no Condomínio Alphaville Paraíba, a apenas 15 minutos de João Pessoa com acesso facilitado as principais vias. 430m² 14,3m de frente | 30m de fundo O lote fica próximo a área de lazer do condomínio O lote está localizado próximo a área de lazer, que conta com: Piscina Espaços Gourmet Campo de Futebol Quadra Poliesportiva Quadra de Areia Academia Quadra de Tênis Gostou? Agende uma visita para conhecer o lote em um dos condomínios mais sossegados de João Pessoa!  - WhatsApp Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/22/226677265077615.jpg | https://img.olx.com.br/images/22/227630624738994.jpg | https://img.olx.com.br/images/22/224657629316122.jpg | https://img.olx.com.br/images/22/228684746918196.jpg | https://img.olx.com.br/images/22/226646020875982.jpg | https://img.olx.com.br/images/21/217687140200741.jpg | https://img.olx.com.br/images/22/224635742319512.jpg | https://img.olx.com.br/images/22/226695745707296.jpg | https://img.olx.com.br/images/21/217614142100802.jpg | https://img.olx.com.br/images/22/226666268955423.jpg | https://img.olx.com.br/images/22/229650626443043.jpg | https://img.olx.com.br/images/21/216636864988059.jpg | https://img.olx.com.br/images/22/226687264258720.jpg | https://img.olx.com.br/images/22/229626745601439.jpg | https://img.olx.com.br/images/23/239630741301722.jpg
Flat novo à apenas 50m da Praia do Cabo Branco,https://pb.olx.com.br/paraiba/imoveis/flat-novo-a-apenas-50m-da-praia-do-cabo-branco-1484727541,369000.0,Imóvel,,João Pessoa,PB,58045-380,,,,18.6,"Código do anúncio: FL0213 Em uma excelente localização, próximo ao Manaíra Shopping e o Colégio Adventista. 18,6m² WC Social Copa/Cozinha 1º andar Posição Nascente Vagas de garagem rotativas O condomínio conta com: Piscina no rooftop Espaço Gourmet Lobby Lavanderia Recepção Portaria 24h Gostou? Fale conosco agora mesmo e agende uma visita ao imóvel!  - WhatsApp Enleve Negócios Imobiliários Creci-PB 982-J www.enleveimob.com.br -",https://img.olx.com.br/images/71/719606507753568.jpg | https://img.olx.com.br/images/71/712627747014745.jpg | https://img.olx.com.br/images/71/719605747116461.jpg | https://img.olx.com.br/images/72/725600022863633.jpg | https://img.olx.com.br/images/71/719690146443536.jpg | https://img.olx.com.br/images/72/729654389232090.jpg | https://img.olx.com.br/images/71/719615746319438.jpg | https://img.olx.com.br/images/71/718606388198287.jpg | https://img.olx.com.br/images/71/710690146465902.jpg | https://img.olx.com.br/images/72/721611025742932.jpg
